Away Team,Home Team
Washington Nationals,Colorado Rockies
Washington Nationals,Colorado Rockies
Washington Nationals,Colorado Rockies
Baltimore Orioles,Detroit Tigers
Baltimore Orioles,Detroit Tigers
Baltimore Orioles,Detroit Tigers
Boston Red Sox,Detroit Tigers
Boston Red Sox,Detroit Tigers
Boston Red Sox,Detroit Tigers
Chicago White Sox,Detroit Tigers
Chicago White Sox,Detroit Tigers
Chicago White Sox,Detroit Tigers
Chicago White Sox,Detroit Tigers
Chicago White Sox,Detroit Tigers
Chicago White Sox,Detroit Tigers
Chicago White Sox,Detroit Tigers
Chicago White Sox,Detroit Tigers
Chicago White Sox,Detroit Tigers
Cleveland Guardians,Detroit Tigers
Cleveland Guardians,Detroit Tigers
Cleveland Guardians,Detroit Tigers
Cleveland Guardians,Detroit Tigers
Cleveland Guardians,Detroit Tigers
Cleveland Guardians,Detroit Tigers
Cleveland Guardians,Detroit Tigers
Cleveland Guardians,Detroit Tigers
Cleveland Guardians,Detroit Tigers
Cleveland Guardians,Detroit Tigers
Colorado Rockies,Detroit Tigers
Colorado Rockies,Detroit Tigers
Colorado Rockies,Detroit Tigers
Houston Astros,Detroit Tigers
Houston Astros,Detroit Tigers
Houston Astros,Detroit Tigers
Kansas City Royals,Detroit Tigers
Kansas City Royals,Detroit Tigers
Kansas City Royals,Detroit Tigers
Kansas City Royals,Detroit Tigers
Kansas City Royals,Detroit Tigers
Kansas City Royals,Detroit Tigers
Kansas City Royals,Detroit Tigers
Kansas City Royals,Detroit Tigers
Kansas City Royals,Detroit Tigers
Los Angeles Angels,Detroit Tigers
Los Angeles Angels,Detroit Tigers
Los Angeles Angels,Detroit Tigers
Minnesota Twins,Detroit Tigers
Minnesota Twins,Detroit Tigers
Minnesota Twins,Detroit Tigers
Minnesota Twins,Detroit Tigers
Minnesota Twins,Detroit Tigers
Minnesota Twins,Detroit Tigers
Minnesota Twins,Detroit Tigers
Minnesota Twins,Detroit Tigers
Minnesota Twins,Detroit Tigers
Minnesota Twins,Detroit Tigers
New York Yankees,Detroit Tigers
New York Yankees,Detroit Tigers
New York Yankees,Detroit Tigers
Oakland Athletics,Detroit Tigers
Oakland Athletics,Detroit Tigers
Oakland Athletics,Detroit Tigers
Oakland Athletics,Detroit Tigers
Oakland Athletics,Detroit Tigers
Pittsburgh Pirates,Detroit Tigers
Pittsburgh Pirates,Detroit Tigers
San Diego Padres,Detroit Tigers
San Diego Padres,Detroit Tigers
San Diego Padres,Detroit Tigers
San Francisco Giants,Detroit Tigers
San Francisco Giants,Detroit Tigers
Seattle Mariners,Detroit Tigers
Seattle Mariners,Detroit Tigers
Seattle Mariners,Detroit Tigers
Tampa Bay Rays,Detroit Tigers
Tampa Bay Rays,Detroit Tigers
Tampa Bay Rays,Detroit Tigers
Tampa Bay Rays,Detroit Tigers
Texas Rangers,Detroit Tigers
Texas Rangers,Detroit Tigers
Texas Rangers,Detroit Tigers
Texas Rangers,Detroit Tigers
Toronto Blue Jays,Detroit Tigers
Toronto Blue Jays,Detroit Tigers
Toronto Blue Jays,Detroit Tigers
Arizona Diamondbacks,Houston Astros
Arizona Diamondbacks,Houston Astros
Baltimore Orioles,Houston Astros
Baltimore Orioles,Houston Astros
Baltimore Orioles,Houston Astros
Boston Red Sox,Houston Astros
Boston Red Sox,Houston Astros
Boston Red Sox,Houston Astros
Chicago White Sox,Houston Astros
Chicago White Sox,Houston Astros
Chicago White Sox,Houston Astros
Cleveland Guardians,Houston Astros
Cleveland Guardians,Houston Astros
Cleveland Guardians,Houston Astros
Detroit Tigers,Houston Astros
Detroit Tigers,Houston Astros
Detroit Tigers,Houston Astros
Detroit Tigers,Houston Astros
Kansas City Royals,Houston Astros
Kansas City Royals,Houston Astros
Kansas City Royals,Houston Astros
Kansas City Royals,Houston Astros
Los Angeles Angels,Houston Astros
Los Angeles Angels,Houston Astros
Los Angeles Angels,Houston Astros
Los Angeles Angels,Houston Astros
Los Angeles Angels,Houston Astros
Los Angeles Angels,Houston Astros
Los Angeles Angels,Houston Astros
Los Angeles Angels,Houston Astros
Los Angeles Angels,Houston Astros
Miami Marlins,Houston Astros
Miami Marlins,Houston Astros
Miami Marlins,Houston Astros
Minnesota Twins,Houston Astros
Minnesota Twins,Houston Astros
Minnesota Twins,Houston Astros
New York Mets,Houston Astros
New York Mets,Houston Astros
New York Yankees,Houston Astros
New York Yankees,Houston Astros
New York Yankees,Houston Astros
Oakland Athletics,Houston Astros
Oakland Athletics,Houston Astros
Oakland Athletics,Houston Astros
Oakland Athletics,Houston Astros
Oakland Athletics,Houston Astros
Oakland Athletics,Houston Astros
Oakland Athletics,Houston Astros
Oakland Athletics,Houston Astros
Oakland Athletics,Houston Astros
Oakland Athletics,Houston Astros
Philadelphia Phillies,Houston Astros
Philadelphia Phillies,Houston Astros
Philadelphia Phillies,Houston Astros
Seattle Mariners,Houston Astros
Seattle Mariners,Houston Astros
Seattle Mariners,Houston Astros
Seattle Mariners,Houston Astros
Seattle Mariners,Houston Astros
Seattle Mariners,Houston Astros
Seattle Mariners,Houston Astros
Seattle Mariners,Houston Astros
Seattle Mariners,Houston Astros
Seattle Mariners,Houston Astros
Tampa Bay Rays,Houston Astros
Tampa Bay Rays,Houston Astros
Tampa Bay Rays,Houston Astros
Texas Rangers,Houston Astros
Texas Rangers,Houston Astros
Texas Rangers,Houston Astros
Texas Rangers,Houston Astros
Texas Rangers,Houston Astros
Texas Rangers,Houston Astros
Texas Rangers,Houston Astros
Texas Rangers,Houston Astros
Texas Rangers,Houston Astros
Texas Rangers,Houston Astros
Toronto Blue Jays,Houston Astros
Toronto Blue Jays,Houston Astros
Toronto Blue Jays,Houston Astros
Arizona Diamondbacks,Kansas City Royals
Arizona Diamondbacks,Kansas City Royals
Baltimore Orioles,Kansas City Royals
Baltimore Orioles,Kansas City Royals
Baltimore Orioles,Kansas City Royals
Baltimore Orioles,Kansas City Royals
Boston Red Sox,Kansas City Royals
Boston Red Sox,Kansas City Royals
Boston Red Sox,Kansas City Royals
Boston Red Sox,Kansas City Royals
Chicago White Sox,Kansas City Royals
Chicago White Sox,Kansas City Royals
Chicago White Sox,Kansas City Royals
Chicago White Sox,Kansas City Royals
Chicago White Sox,Kansas City Royals
Chicago White Sox,Kansas City Royals
Chicago White Sox,Kansas City Royals
Chicago White Sox,Kansas City Royals
Chicago White Sox,Kansas City Royals
Chicago White Sox,Kansas City Royals
Cleveland Guardians,Kansas City Royals
Cleveland Guardians,Kansas City Royals
Cleveland Guardians,Kansas City Royals
Cleveland Guardians,Kansas City Royals
Cleveland Guardians,Kansas City Royals
Cleveland Guardians,Kansas City Royals
Cleveland Guardians,Kansas City Royals
Cleveland Guardians,Kansas City Royals
Cleveland Guardians,Kansas City Royals
Cleveland Guardians,Kansas City Royals
Detroit Tigers,Kansas City Royals
Detroit Tigers,Kansas City Royals
Detroit Tigers,Kansas City Royals
Detroit Tigers,Kansas City Royals
Detroit Tigers,Kansas City Royals
Detroit Tigers,Kansas City Royals
Detroit Tigers,Kansas City Royals
Detroit Tigers,Kansas City Royals
Detroit Tigers,Kansas City Royals
Detroit Tigers,Kansas City Royals
Houston Astros,Kansas City Royals
Houston Astros,Kansas City Royals
Houston Astros,Kansas City Royals
Los Angeles Angels,Kansas City Royals
Los Angeles Angels,Kansas City Royals
Los Angeles Angels,Kansas City Royals
Los Angeles Dodgers,Kansas City Royals
Los Angeles Dodgers,Kansas City Royals
Los Angeles Dodgers,Kansas City Royals
Minnesota Twins,Kansas City Royals
Minnesota Twins,Kansas City Royals
Minnesota Twins,Kansas City Royals
Minnesota Twins,Kansas City Royals
Minnesota Twins,Kansas City Royals
Minnesota Twins,Kansas City Royals
Minnesota Twins,Kansas City Royals
Minnesota Twins,Kansas City Royals
Minnesota Twins,Kansas City Royals
New York Yankees,Kansas City Royals
New York Yankees,Kansas City Royals
New York Yankees,Kansas City Royals
Oakland Athletics,Kansas City Royals
Oakland Athletics,Kansas City Royals
Oakland Athletics,Kansas City Royals
San Diego Padres,Kansas City Royals
San Diego Padres,Kansas City Royals
San Diego Padres,Kansas City Royals
Seattle Mariners,Kansas City Royals
Seattle Mariners,Kansas City Royals
Seattle Mariners,Kansas City Royals
St. Louis Cardinals,Kansas City Royals
St. Louis Cardinals,Kansas City Royals
Tampa Bay Rays,Kansas City Royals
Tampa Bay Rays,Kansas City Royals
Tampa Bay Rays,Kansas City Royals
Texas Rangers,Kansas City Royals
Texas Rangers,Kansas City Royals
Texas Rangers,Kansas City Royals
Toronto Blue Jays,Kansas City Royals
Toronto Blue Jays,Kansas City Royals
Toronto Blue Jays,Kansas City Royals
Baltimore Orioles,Los Angeles Angels
Baltimore Orioles,Los Angeles Angels
Baltimore Orioles,Los Angeles Angels
Boston Red Sox,Los Angeles Angels
Boston Red Sox,Los Angeles Angels
Boston Red Sox,Los Angeles Angels
Boston Red Sox,Los Angeles Angels
Chicago White Sox,Los Angeles Angels
Chicago White Sox,Los Angeles Angels
Chicago White Sox,Los Angeles Angels
Cleveland Guardians,Los Angeles Angels
Cleveland Guardians,Los Angeles Angels
Cleveland Guardians,Los Angeles Angels
Cleveland Guardians,Los Angeles Angels
Detroit Tigers,Los Angeles Angels
Detroit Tigers,Los Angeles Angels
Detroit Tigers,Los Angeles Angels
Houston Astros,Los Angeles Angels
Houston Astros,Los Angeles Angels
Houston Astros,Los Angeles Angels
Houston Astros,Los Angeles Angels
Houston Astros,Los Angeles Angels
Houston Astros,Los Angeles Angels
Houston Astros,Los Angeles Angels
Houston Astros,Los Angeles Angels
Houston Astros,Los Angeles Angels
Houston Astros,Los Angeles Angels
Kansas City Royals,Los Angeles Angels
Kansas City Royals,Los Angeles Angels
Kansas City Royals,Los Angeles Angels
Los Angeles Dodgers,Los Angeles Angels
Los Angeles Dodgers,Los Angeles Angels
Miami Marlins,Los Angeles Angels
Miami Marlins,Los Angeles Angels
Minnesota Twins,Los Angeles Angels
Minnesota Twins,Los Angeles Angels
Minnesota Twins,Los Angeles Angels
New York Mets,Los Angeles Angels
New York Mets,Los Angeles Angels
New York Mets,Los Angeles Angels
New York Yankees,Los Angeles Angels
New York Yankees,Los Angeles Angels
New York Yankees,Los Angeles Angels
Oakland Athletics,Los Angeles Angels
Oakland Athletics,Los Angeles Angels
Oakland Athletics,Los Angeles Angels
Oakland Athletics,Los Angeles Angels
Oakland Athletics,Los Angeles Angels
Oakland Athletics,Los Angeles Angels
Oakland Athletics,Los Angeles Angels
Oakland Athletics,Los Angeles Angels
Oakland Athletics,Los Angeles Angels
Seattle Mariners,Los Angeles Angels
Seattle Mariners,Los Angeles Angels
Seattle Mariners,Los Angeles Angels
Seattle Mariners,Los Angeles Angels
Seattle Mariners,Los Angeles Angels
Seattle Mariners,Los Angeles Angels
Seattle Mariners,Los Angeles Angels
Seattle Mariners,Los Angeles Angels
Seattle Mariners,Los Angeles Angels
Seattle Mariners,Los Angeles Angels
Tampa Bay Rays,Los Angeles Angels
Tampa Bay Rays,Los Angeles Angels
Tampa Bay Rays,Los Angeles Angels
Texas Rangers,Los Angeles Angels
Texas Rangers,Los Angeles Angels
Texas Rangers,Los Angeles Angels
Texas Rangers,Los Angeles Angels
Texas Rangers,Los Angeles Angels
Texas Rangers,Los Angeles Angels
Texas Rangers,Los Angeles Angels
Texas Rangers,Los Angeles Angels
Texas Rangers,Los Angeles Angels
Toronto Blue Jays,Los Angeles Angels
Toronto Blue Jays,Los Angeles Angels
Toronto Blue Jays,Los Angeles Angels
Toronto Blue Jays,Los Angeles Angels
Washington Nationals,Los Angeles Angels
Washington Nationals,Los Angeles Angels
Washington Nationals,Los Angeles Angels
Arizona Diamondbacks,Los Angeles Dodgers
Arizona Diamondbacks,Los Angeles Dodgers
Arizona Diamondbacks,Los Angeles Dodgers
Arizona Diamondbacks,Los Angeles Dodgers
Arizona Diamondbacks,Los Angeles Dodgers
Arizona Diamondbacks,Los Angeles Dodgers
Arizona Diamondbacks,Los Angeles Dodgers
Arizona Diamondbacks,Los Angeles Dodgers
Arizona Diamondbacks,Los Angeles Dodgers
Atlanta Braves,Los Angeles Dodgers
Atlanta Braves,Los Angeles Dodgers
Atlanta Braves,Los Angeles Dodgers
Chicago Cubs,Los Angeles Dodgers
Chicago Cubs,Los Angeles Dodgers
Chicago Cubs,Los Angeles Dodgers
Chicago Cubs,Los Angeles Dodgers
Cincinnati Reds,Los Angeles Dodgers
Cincinnati Reds,Los Angeles Dodgers
Cincinnati Reds,Los Angeles Dodgers
Cincinnati Reds,Los Angeles Dodgers
Cleveland Guardians,Los Angeles Dodgers
Cleveland Guardians,Los Angeles Dodgers
Cleveland Guardians,Los Angeles Dodgers
Colorado Rockies,Los Angeles Dodgers
Colorado Rockies,Los Angeles Dodgers
Colorado Rockies,Los Angeles Dodgers
Colorado Rockies,Los Angeles Dodgers
Colorado Rockies,Los Angeles Dodgers
Colorado Rockies,Los Angeles Dodgers
Colorado Rockies,Los Angeles Dodgers
Colorado Rockies,Los Angeles Dodgers
Colorado Rockies,Los Angeles Dodgers
Detroit Tigers,Los Angeles Dodgers
Detroit Tigers,Los Angeles Dodgers
Detroit Tigers,Los Angeles Dodgers
Los Angeles Angels,Los Angeles Dodgers
Los Angeles Angels,Los Angeles Dodgers
Miami Marlins,Los Angeles Dodgers
Miami Marlins,Los Angeles Dodgers
Miami Marlins,Los Angeles Dodgers
Milwaukee Brewers,Los Angeles Dodgers
Milwaukee Brewers,Los Angeles Dodgers
Milwaukee Brewers,Los Angeles Dodgers
Minnesota Twins,Los Angeles Dodgers
Minnesota Twins,Los Angeles Dodgers
New York Mets,Los Angeles Dodgers
New York Mets,Los Angeles Dodgers
New York Mets,Los Angeles Dodgers
New York Mets,Los Angeles Dodgers
Philadelphia Phillies,Los Angeles Dodgers
Philadelphia Phillies,Los Angeles Dodgers
Philadelphia Phillies,Los Angeles Dodgers
Philadelphia Phillies,Los Angeles Dodgers
Pittsburgh Pirates,Los Angeles Dodgers
Pittsburgh Pirates,Los Angeles Dodgers
Pittsburgh Pirates,Los Angeles Dodgers
San Diego Padres,Los Angeles Dodgers
San Diego Padres,Los Angeles Dodgers
San Diego Padres,Los Angeles Dodgers
San Diego Padres,Los Angeles Dodgers
San Diego Padres,Los Angeles Dodgers
San Diego Padres,Los Angeles Dodgers
San Diego Padres,Los Angeles Dodgers
San Diego Padres,Los Angeles Dodgers
San Diego Padres,Los Angeles Dodgers
San Diego Padres,Los Angeles Dodgers
San Francisco Giants,Los Angeles Dodgers
San Francisco Giants,Los Angeles Dodgers
San Francisco Giants,Los Angeles Dodgers
San Francisco Giants,Los Angeles Dodgers
San Francisco Giants,Los Angeles Dodgers
San Francisco Giants,Los Angeles Dodgers
San Francisco Giants,Los Angeles Dodgers
San Francisco Giants,Los Angeles Dodgers
San Francisco Giants,Los Angeles Dodgers
St. Louis Cardinals,Los Angeles Dodgers
St. Louis Cardinals,Los Angeles Dodgers
St. Louis Cardinals,Los Angeles Dodgers
Washington Nationals,Los Angeles Dodgers
Washington Nationals,Los Angeles Dodgers
Washington Nationals,Los Angeles Dodgers
Arizona Diamondbacks,Miami Marlins
Arizona Diamondbacks,Miami Marlins
Arizona Diamondbacks,Miami Marlins
Atlanta Braves,Miami Marlins
Atlanta Braves,Miami Marlins
Atlanta Braves,Miami Marlins
Atlanta Braves,Miami Marlins
Atlanta Braves,Miami Marlins
Atlanta Braves,Miami Marlins
Atlanta Braves,Miami Marlins
Atlanta Braves,Miami Marlins
Atlanta Braves,Miami Marlins
Atlanta Braves,Miami Marlins
Chicago Cubs,Miami Marlins
Chicago Cubs,Miami Marlins
Chicago Cubs,Miami Marlins
Cincinnati Reds,Miami Marlins
Cincinnati Reds,Miami Marlins
Cincinnati Reds,Miami Marlins
Colorado Rockies,Miami Marlins
Colorado Rockies,Miami Marlins
Colorado Rockies,Miami Marlins
Los Angeles Angels,Miami Marlins
Los Angeles Angels,Miami Marlins
Los Angeles Dodgers,Miami Marlins
Los Angeles Dodgers,Miami Marlins
Los Angeles Dodgers,Miami Marlins
Los Angeles Dodgers,Miami Marlins
Milwaukee Brewers,Miami Marlins
Milwaukee Brewers,Miami Marlins
Milwaukee Brewers,Miami Marlins
New York Mets,Miami Marlins
New York Mets,Miami Marlins
New York Mets,Miami Marlins
New York Mets,Miami Marlins
New York Mets,Miami Marlins
New York Mets,Miami Marlins
New York Mets,Miami Marlins
New York Mets,Miami Marlins
New York Mets,Miami Marlins
Philadelphia Phillies,Miami Marlins
Philadelphia Phillies,Miami Marlins
Philadelphia Phillies,Miami Marlins
Philadelphia Phillies,Miami Marlins
Philadelphia Phillies,Miami Marlins
Philadelphia Phillies,Miami Marlins
Philadelphia Phillies,Miami Marlins
Philadelphia Phillies,Miami Marlins
Philadelphia Phillies,Miami Marlins
Philadelphia Phillies,Miami Marlins
Pittsburgh Pirates,Miami Marlins
Pittsburgh Pirates,Miami Marlins
Pittsburgh Pirates,Miami Marlins
Pittsburgh Pirates,Miami Marlins
San Diego Padres,Miami Marlins
San Diego Padres,Miami Marlins
San Diego Padres,Miami Marlins
San Francisco Giants,Miami Marlins
San Francisco Giants,Miami Marlins
San Francisco Giants,Miami Marlins
San Francisco Giants,Miami Marlins
Seattle Mariners,Miami Marlins
Seattle Mariners,Miami Marlins
Seattle Mariners,Miami Marlins
St. Louis Cardinals,Miami Marlins
St. Louis Cardinals,Miami Marlins
St. Louis Cardinals,Miami Marlins
Tampa Bay Rays,Miami Marlins
Tampa Bay Rays,Miami Marlins
Texas Rangers,Miami Marlins
Texas Rangers,Miami Marlins
Texas Rangers,Miami Marlins
Washington Nationals,Miami Marlins
Washington Nationals,Miami Marlins
Washington Nationals,Miami Marlins
Washington Nationals,Miami Marlins
Washington Nationals,Miami Marlins
Washington Nationals,Miami Marlins
Washington Nationals,Miami Marlins
Washington Nationals,Miami Marlins
Washington Nationals,Miami Marlins
Arizona Diamondbacks,Milwaukee Brewers
Arizona Diamondbacks,Milwaukee Brewers
Arizona Diamondbacks,Milwaukee Brewers
Atlanta Braves,Milwaukee Brewers
Atlanta Braves,Milwaukee Brewers
Atlanta Braves,Milwaukee Brewers
Chicago Cubs,Milwaukee Brewers
Chicago Cubs,Milwaukee Brewers
Chicago Cubs,Milwaukee Brewers
Chicago Cubs,Milwaukee Brewers
Chicago Cubs,Milwaukee Brewers
Chicago Cubs,Milwaukee Brewers
Chicago Cubs,Milwaukee Brewers
Chicago Cubs,Milwaukee Brewers
Chicago Cubs,Milwaukee Brewers
Cincinnati Reds,Milwaukee Brewers
Cincinnati Reds,Milwaukee Brewers
Cincinnati Reds,Milwaukee Brewers
Cincinnati Reds,Milwaukee Brewers
Cincinnati Reds,Milwaukee Brewers
Cincinnati Reds,Milwaukee Brewers
Cincinnati Reds,Milwaukee Brewers
Cincinnati Reds,Milwaukee Brewers
Cincinnati Reds,Milwaukee Brewers
Colorado Rockies,Milwaukee Brewers
Colorado Rockies,Milwaukee Brewers
Colorado Rockies,Milwaukee Brewers
Colorado Rockies,Milwaukee Brewers
Los Angeles Dodgers,Milwaukee Brewers
Los Angeles Dodgers,Milwaukee Brewers
Los Angeles Dodgers,Milwaukee Brewers
Los Angeles Dodgers,Milwaukee Brewers
Miami Marlins,Milwaukee Brewers
Miami Marlins,Milwaukee Brewers
Miami Marlins,Milwaukee Brewers
Miami Marlins,Milwaukee Brewers
Minnesota Twins,Milwaukee Brewers
Minnesota Twins,Milwaukee Brewers
New York Mets,Milwaukee Brewers
New York Mets,Milwaukee Brewers
New York Mets,Milwaukee Brewers
New York Yankees,Milwaukee Brewers
New York Yankees,Milwaukee Brewers
New York Yankees,Milwaukee Brewers
Philadelphia Phillies,Milwaukee Brewers
Philadelphia Phillies,Milwaukee Brewers
Philadelphia Phillies,Milwaukee Brewers
Pittsburgh Pirates,Milwaukee Brewers
Pittsburgh Pirates,Milwaukee Brewers
Pittsburgh Pirates,Milwaukee Brewers
Pittsburgh Pirates,Milwaukee Brewers
Pittsburgh Pirates,Milwaukee Brewers
Pittsburgh Pirates,Milwaukee Brewers
Pittsburgh Pirates,Milwaukee Brewers
Pittsburgh Pirates,Milwaukee Brewers
Pittsburgh Pirates,Milwaukee Brewers
San Diego Padres,Milwaukee Brewers
San Diego Padres,Milwaukee Brewers
San Diego Padres,Milwaukee Brewers
San Diego Padres,Milwaukee Brewers
San Francisco Giants,Milwaukee Brewers
San Francisco Giants,Milwaukee Brewers
San Francisco Giants,Milwaukee Brewers
St. Louis Cardinals,Milwaukee Brewers
St. Louis Cardinals,Milwaukee Brewers
St. Louis Cardinals,Milwaukee Brewers
St. Louis Cardinals,Milwaukee Brewers
St. Louis Cardinals,Milwaukee Brewers
St. Louis Cardinals,Milwaukee Brewers
St. Louis Cardinals,Milwaukee Brewers
St. Louis Cardinals,Milwaukee Brewers
St. Louis Cardinals,Milwaukee Brewers
St. Louis Cardinals,Milwaukee Brewers
Tampa Bay Rays,Milwaukee Brewers
Tampa Bay Rays,Milwaukee Brewers
Toronto Blue Jays,Milwaukee Brewers
Toronto Blue Jays,Milwaukee Brewers
Toronto Blue Jays,Milwaukee Brewers
Washington Nationals,Milwaukee Brewers
Washington Nationals,Milwaukee Brewers
Washington Nationals,Milwaukee Brewers
Baltimore Orioles,Minnesota Twins
Baltimore Orioles,Minnesota Twins
Baltimore Orioles,Minnesota Twins
Boston Red Sox,Minnesota Twins
Boston Red Sox,Minnesota Twins
Boston Red Sox,Minnesota Twins
Chicago White Sox,Minnesota Twins
Chicago White Sox,Minnesota Twins
Chicago White Sox,Minnesota Twins
Chicago White Sox,Minnesota Twins
Chicago White Sox,Minnesota Twins
Chicago White Sox,Minnesota Twins
Chicago White Sox,Minnesota Twins
Chicago White Sox,Minnesota Twins
Chicago White Sox,Minnesota Twins
Chicago White Sox,Minnesota Twins
Cleveland Guardians,Minnesota Twins
Cleveland Guardians,Minnesota Twins
Cleveland Guardians,Minnesota Twins
Cleveland Guardians,Minnesota Twins
Cleveland Guardians,Minnesota Twins
Cleveland Guardians,Minnesota Twins
Cleveland Guardians,Minnesota Twins
Cleveland Guardians,Minnesota Twins
Cleveland Guardians,Minnesota Twins
Colorado Rockies,Minnesota Twins
Colorado Rockies,Minnesota Twins
Colorado Rockies,Minnesota Twins
Detroit Tigers,Minnesota Twins
Detroit Tigers,Minnesota Twins
Detroit Tigers,Minnesota Twins
Detroit Tigers,Minnesota Twins
Detroit Tigers,Minnesota Twins
Detroit Tigers,Minnesota Twins
Detroit Tigers,Minnesota Twins
Detroit Tigers,Minnesota Twins
Detroit Tigers,Minnesota Twins
Houston Astros,Minnesota Twins
Houston Astros,Minnesota Twins
Houston Astros,Minnesota Twins
Kansas City Royals,Minnesota Twins
Kansas City Royals,Minnesota Twins
Kansas City Royals,Minnesota Twins
Kansas City Royals,Minnesota Twins
Kansas City Royals,Minnesota Twins
Kansas City Royals,Minnesota Twins
Kansas City Royals,Minnesota Twins
Kansas City Royals,Minnesota Twins
Kansas City Royals,Minnesota Twins
Kansas City Royals,Minnesota Twins
Los Angeles Angels,Minnesota Twins
Los Angeles Angels,Minnesota Twins
Los Angeles Angels,Minnesota Twins
Los Angeles Dodgers,Minnesota Twins
Los Angeles Dodgers,Minnesota Twins
Milwaukee Brewers,Minnesota Twins
Milwaukee Brewers,Minnesota Twins
New York Yankees,Minnesota Twins
New York Yankees,Minnesota Twins
New York Yankees,Minnesota Twins
Oakland Athletics,Minnesota Twins
Oakland Athletics,Minnesota Twins
Oakland Athletics,Minnesota Twins
San Francisco Giants,Minnesota Twins
San Francisco Giants,Minnesota Twins
San Francisco Giants,Minnesota Twins
Seattle Mariners,Minnesota Twins
Seattle Mariners,Minnesota Twins
Seattle Mariners,Minnesota Twins
Seattle Mariners,Minnesota Twins
Tampa Bay Rays,Minnesota Twins
Tampa Bay Rays,Minnesota Twins
Tampa Bay Rays,Minnesota Twins
Texas Rangers,Minnesota Twins
Texas Rangers,Minnesota Twins
Texas Rangers,Minnesota Twins
Texas Rangers,Minnesota Twins
Toronto Blue Jays,Minnesota Twins
Toronto Blue Jays,Minnesota Twins
Toronto Blue Jays,Minnesota Twins
Toronto Blue Jays,Minnesota Twins
Arizona Diamondbacks,New York Mets
Arizona Diamondbacks,New York Mets
Arizona Diamondbacks,New York Mets
Atlanta Braves,New York Mets
Atlanta Braves,New York Mets
Atlanta Braves,New York Mets
Atlanta Braves,New York Mets
Atlanta Braves,New York Mets
Atlanta Braves,New York Mets
Atlanta Braves,New York Mets
Atlanta Braves,New York Mets
Atlanta Braves,New York Mets
Chicago Cubs,New York Mets
Chicago Cubs,New York Mets
Chicago Cubs,New York Mets
Cincinnati Reds,New York Mets
Cincinnati Reds,New York Mets
Cincinnati Reds,New York Mets
Colorado Rockies,New York Mets
Colorado Rockies,New York Mets
Colorado Rockies,New York Mets
Colorado Rockies,New York Mets
Houston Astros,New York Mets
Houston Astros,New York Mets
Los Angeles Dodgers,New York Mets
Los Angeles Dodgers,New York Mets
Los Angeles Dodgers,New York Mets
Miami Marlins,New York Mets
Miami Marlins,New York Mets
Miami Marlins,New York Mets
Miami Marlins,New York Mets
Miami Marlins,New York Mets
Miami Marlins,New York Mets
Miami Marlins,New York Mets
Miami Marlins,New York Mets
Miami Marlins,New York Mets
Miami Marlins,New York Mets
Milwaukee Brewers,New York Mets
Milwaukee Brewers,New York Mets
Milwaukee Brewers,New York Mets
New York Yankees,New York Mets
New York Yankees,New York Mets
Philadelphia Phillies,New York Mets
Philadelphia Phillies,New York Mets
Philadelphia Phillies,New York Mets
Philadelphia Phillies,New York Mets
Philadelphia Phillies,New York Mets
Philadelphia Phillies,New York Mets
Philadelphia Phillies,New York Mets
Philadelphia Phillies,New York Mets
Philadelphia Phillies,New York Mets
Pittsburgh Pirates,New York Mets
Pittsburgh Pirates,New York Mets
Pittsburgh Pirates,New York Mets
Pittsburgh Pirates,New York Mets
San Diego Padres,New York Mets
San Diego Padres,New York Mets
San Diego Padres,New York Mets
San Francisco Giants,New York Mets
San Francisco Giants,New York Mets
San Francisco Giants,New York Mets
San Francisco Giants,New York Mets
Seattle Mariners,New York Mets
Seattle Mariners,New York Mets
Seattle Mariners,New York Mets
St. Louis Cardinals,New York Mets
St. Louis Cardinals,New York Mets
St. Louis Cardinals,New York Mets
St. Louis Cardinals,New York Mets
Texas Rangers,New York Mets
Texas Rangers,New York Mets
Texas Rangers,New York Mets
Washington Nationals,New York Mets
Washington Nationals,New York Mets
Washington Nationals,New York Mets
Washington Nationals,New York Mets
Washington Nationals,New York Mets
Washington Nationals,New York Mets
Washington Nationals,New York Mets
Washington Nationals,New York Mets
Washington Nationals,New York Mets
Baltimore Orioles,New York Yankees
Baltimore Orioles,New York Yankees
Baltimore Orioles,New York Yankees
Baltimore Orioles,New York Yankees
Baltimore Orioles,New York Yankees
Baltimore Orioles,New York Yankees
Baltimore Orioles,New York Yankees
Baltimore Orioles,New York Yankees
Baltimore Orioles,New York Yankees
Boston Red Sox,New York Yankees
Boston Red Sox,New York Yankees
Boston Red Sox,New York Yankees
Boston Red Sox,New York Yankees
Boston Red Sox,New York Yankees
Boston Red Sox,New York Yankees
Boston Red Sox,New York Yankees
Boston Red Sox,New York Yankees
Boston Red Sox,New York Yankees
Boston Red Sox,New York Yankees
Chicago Cubs,New York Yankees
Chicago Cubs,New York Yankees
Chicago Cubs,New York Yankees
Chicago White Sox,New York Yankees
Chicago White Sox,New York Yankees
Chicago White Sox,New York Yankees
Cincinnati Reds,New York Yankees
Cincinnati Reds,New York Yankees
Cincinnati Reds,New York Yankees
Cleveland Guardians,New York Yankees
Cleveland Guardians,New York Yankees
Cleveland Guardians,New York Yankees
Detroit Tigers,New York Yankees
Detroit Tigers,New York Yankees
Detroit Tigers,New York Yankees
